TAGGER,SPEECH_PART,CLASSIFIER,RATIO,ACC,TF_ACC,TF2_ACC,F1,TF_F1,TF2_F1
morphodita,nouns,SVN,0.6,0.4936813186813187,0.48846153846153845,0.49230769230769234,0.4936813186813187,0.48846153846153845,0.49230769230769234
morphodita,nouns,NAIVE BAYES,0.7,0.5047619047619047,0.46593406593406594,0.47435897435897434,0.5047619047619047,0.46593406593406594,0.47435897435897434
morphodita,nouns,SVN,0.7,0.49743589743589745,0.5051282051282051,0.5076923076923077,0.49743589743589745,0.5051282051282051,0.5076923076923077
morphodita,nouns,NAIVE BAYES,0.8,0.5032967032967033,0.4835164835164835,0.48736263736263735,0.5032967032967033,0.4835164835164835,0.48736263736263735
morphodita,nouns,SVN,0.8,0.4945054945054945,0.49615384615384617,0.5082417582417582,0.4945054945054945,0.49615384615384617,0.5082417582417582
morphodita,nouns,NAIVE BAYES,0.9,0.4824175824175824,0.4714285714285714,0.47802197802197804,0.4824175824175824,0.4714285714285714,0.47802197802197804
morphodita,nouns,SVN,0.9,0.46153846153846156,0.4714285714285714,0.4736263736263736,0.46153846153846156,0.4714285714285714,0.47362637362637355
morphodita,adj,NAIVE BAYES,0.6,0.4909340659340659,0.4703296703296703,0.4717032967032967,0.4909340659340659,0.4703296703296703,0.4717032967032967
morphodita,adj,SVN,0.6,0.4818681318681319,0.47335164835164834,0.47115384615384615,0.4818681318681319,0.47335164835164834,0.47115384615384615
morphodita,adj,NAIVE BAYES,0.7,0.47655677655677653,0.45897435897435895,0.4611721611721612,0.47655677655677653,0.45897435897435895,0.4611721611721612
morphodita,adj,SVN,0.7,0.4666666666666667,0.4604395604395604,0.4545787545787546,0.4666666666666667,0.4604395604395604,0.4545787545787546
morphodita,adj,NAIVE BAYES,0.8,0.489010989010989,0.47087912087912087,0.47417582417582416,0.489010989010989,0.47087912087912087,0.47417582417582416
morphodita,adj,SVN,0.8,0.4675824175824176,0.4620879120879121,0.4593406593406593,0.46758241758241753,0.4620879120879121,0.4593406593406593
morphodita,adj,NAIVE BAYES,0.9,0.4736263736263736,0.45164835164835165,0.46153846153846156,0.47362637362637355,0.45164835164835165,0.46153846153846156
morphodita,adj,SVN,0.9,0.46703296703296704,0.46813186813186813,0.46263736263736266,0.46703296703296704,0.46813186813186813,0.46263736263736266
morphodita,all,NAIVE BAYES,0.6,0.6206043956043956,0.47692307692307695,0.5326923076923077,0.6206043956043956,0.47692307692307695,0.5326923076923077
morphodita,all,SVN,0.6,0.6489010989010989,0.6076923076923076,0.6387362637362637,0.6489010989010989,0.6076923076923076,0.6387362637362637
morphodita,all,NAIVE BAYES,0.7,0.6329670329670329,0.4956043956043956,0.5523809523809524,0.6329670329670329,0.4956043956043956,0.5523809523809524
morphodita,all,SVN,0.7,0.6531135531135531,0.6091575091575091,0.6531135531135531,0.6531135531135531,0.6091575091575091,0.6531135531135531
morphodita,all,NAIVE BAYES,0.8,0.6434065934065935,0.5302197802197802,0.5868131868131868,0.6434065934065935,0.5302197802197802,0.5868131868131868
morphodita,all,SVN,0.8,0.6532967032967033,0.6131868131868132,0.6538461538461539,0.6532967032967033,0.6131868131868132,0.6538461538461539
morphodita,all,NAIVE BAYES,0.9,0.6483516483516484,0.5395604395604395,0.6,0.6483516483516484,0.5395604395604395,0.6
morphodita,all,SVN,0.9,0.6527472527472528,0.6175824175824176,0.6582417582417582,0.6527472527472528,0.6175824175824176,0.6582417582417582
ml,verbs,NAIVE BAYES,0.6,0.6222527472527473,0.5505494505494506,0.5928571428571429,0.6222527472527473,0.5505494505494506,0.5928571428571429
ml,verbs,SVN,0.6,0.6093406593406593,0.5552197802197802,0.6002747252747253,0.6093406593406593,0.5552197802197802,0.6002747252747253
ml,verbs,NAIVE BAYES,0.7,0.6245421245421245,0.5076923076923077,0.5776556776556776,0.6245421245421245,0.5076923076923077,0.5776556776556776
ml,verbs,SVN,0.7,0.6238095238095238,0.5717948717948718,0.6168498168498169,0.6238095238095238,0.5717948717948718,0.6168498168498169
ml,verbs,NAIVE BAYES,0.8,0.6230769230769231,0.5434065934065934,0.6021978021978022,0.6230769230769231,0.5434065934065934,0.6021978021978022
ml,verbs,SVN,0.8,0.6269230769230769,0.5774725274725274,0.6236263736263736,0.6269230769230769,0.5774725274725274,0.6236263736263736
ml,verbs,NAIVE BAYES,0.9,0.6263736263736264,0.5307692307692308,0.5868131868131868,0.6263736263736264,0.5307692307692308,0.5868131868131868
ml,verbs,SVN,0.9,0.6285714285714286,0.6076923076923076,0.6230769230769231,0.6285714285714286,0.6076923076923076,0.6230769230769231
ml,nouns,NAIVE BAYES,0.6,0.6247252747252747,0.5195054945054945,0.5629120879120879,0.6247252747252747,0.5195054945054945,0.5629120879120879
ml,nouns,SVN,0.6,0.6384615384615384,0.5917582417582418,0.6197802197802198,0.6384615384615384,0.5917582417582418,0.6197802197802198
ml,nouns,NAIVE BAYES,0.7,0.6285714285714286,0.5490842490842491,0.5805860805860806,0.6285714285714286,0.5490842490842491,0.5805860805860806
ml,nouns,SVN,0.7,0.6391941391941391,0.591941391941392,0.6249084249084249,0.6391941391941391,0.591941391941392,0.6249084249084249
ml,nouns,NAIVE BAYES,0.8,0.6175824175824176,0.5587912087912088,0.5912087912087912,0.6175824175824176,0.5587912087912088,0.5912087912087912
ml,nouns,SVN,0.8,0.6417582417582418,0.5961538461538461,0.6175824175824176,0.6417582417582418,0.5961538461538461,0.6175824175824176
ml,nouns,NAIVE BAYES,0.9,0.6153846153846154,0.5538461538461539,0.5813186813186814,0.6153846153846154,0.5538461538461539,0.5813186813186814
ml,nouns,SVN,0.9,0.6417582417582418,0.5912087912087912,0.6164835164835165,0.6417582417582418,0.5912087912087912,0.6164835164835165
ml,adj,NAIVE BAYES,0.6,0.639010989010989,0.5818681318681319,0.6071428571428571,0.639010989010989,0.5818681318681319,0.6071428571428571
ml,adj,SVN,0.6,0.6329670329670329,0.6019230769230769,0.6222527472527473,0.6329670329670329,0.6019230769230769,0.6222527472527473
ml,adj,NAIVE BAYES,0.7,0.643956043956044,0.5835164835164836,0.6021978021978022,0.643956043956044,0.5835164835164836,0.6021978021978022
ml,adj,SVN,0.7,0.6318681318681318,0.5879120879120879,0.6161172161172161,0.6318681318681318,0.5879120879120879,0.6161172161172161
ml,adj,NAIVE BAYES,0.8,0.6538461538461539,0.5961538461538461,0.6137362637362638,0.6538461538461539,0.5961538461538461,0.6137362637362638
ml,adj,SVN,0.8,0.6362637362637362,0.595054945054945,0.6181318681318682,0.6362637362637362,0.595054945054945,0.6181318681318682
ml,adj,NAIVE BAYES,0.9,0.6582417582417582,0.6274725274725275,0.634065934065934,0.6582417582417582,0.6274725274725275,0.634065934065934
ml,adj,SVN,0.9,0.6494505494505495,0.621978021978022,0.6461538461538462,0.6494505494505495,0.621978021978022,0.6461538461538462
ml,all,NAIVE BAYES,0.6,0.6942307692307692,0.529945054945055,0.5945054945054945,0.6942307692307692,0.529945054945055,0.5945054945054945
ml,all,SVN,0.6,0.6925824175824176,0.6552197802197802,0.6818681318681319,0.6925824175824176,0.6552197802197802,0.6818681318681319
ml,all,NAIVE BAYES,0.7,0.6879120879120879,0.5860805860805861,0.6329670329670329,0.6879120879120879,0.5860805860805861,0.6329670329670329
ml,all,SVN,0.7,0.7032967032967034,0.6648351648351648,0.6934065934065934,0.7032967032967034,0.6648351648351648,0.6934065934065934
ml,all,NAIVE BAYES,0.8,0.6917582417582417,0.5703296703296703,0.6318681318681318,0.6917582417582417,0.5703296703296703,0.6318681318681318
ml,all,SVN,0.8,0.7038461538461539,0.6598901098901099,0.6824175824175824,0.7038461538461539,0.6598901098901099,0.6824175824175824
ml,all,NAIVE BAYES,0.9,0.6934065934065934,0.5758241758241758,0.621978021978022,0.6934065934065934,0.5758241758241758,0.621978021978022
ml,all,SVN,0.9,0.7043956043956044,0.654945054945055,0.6857142857142857,0.7043956043956044,0.654945054945055,0.6857142857142857
wcrf2_morf2,verbs,NAIVE BAYES,0.6,0.6332961517010597,0.5237032905744562,0.5839375348577802,0.6332961517010597,0.5237032905744562,0.5839375348577802
wcrf2_morf2,verbs,SVN,0.6,0.6174010039040714,0.5630228667038483,0.6073619631901841,0.6174010039040714,0.5630228667038483,0.6073619631901841
wcrf2_morf2,verbs,NAIVE BAYES,0.7,0.6148698884758365,0.5130111524163569,0.5728624535315985,0.6148698884758365,0.5130111524163569,0.5728624535315985
wcrf2_morf2,verbs,SVN,0.7,0.6044609665427509,0.5695167286245353,0.6171003717472119,0.6044609665427509,0.5695167286245353,0.6171003717472119
wcrf2_morf2,verbs,NAIVE BAYES,0.8,0.6213050752928053,0.5566090351366425,0.6012269938650306,0.6213050752928053,0.5566090351366425,0.6012269938650306
wcrf2_morf2,verbs,SVN,0.8,0.611266034578918,0.5688789737869493,0.6095928611266035,0.611266034578918,0.5688789737869493,0.6095928611266035
wcrf2_morf2,verbs,NAIVE BAYES,0.9,0.633221850613155,0.5507246376811594,0.6109253065774805,0.633221850613155,0.5507246376811594,0.6109253065774805
wcrf2_morf2,verbs,SVN,0.9,0.6031215161649944,0.5674470457079153,0.6098104793756968,0.6031215161649944,0.5674470457079153,0.6098104793756968
wcrf2_morf2,nouns,NAIVE BAYES,0.6,0.647239263803681,0.5688789737869493,0.6056887897378694,0.647239263803681,0.5688789737869493,0.6056887897378694
wcrf2_morf2,nouns,SVN,0.6,0.6477969882877859,0.6115448968209705,0.6383156720580033,0.6477969882877859,0.6115448968209705,0.6383156720580033
wcrf2_morf2,nouns,NAIVE BAYES,0.7,0.6349442379182156,0.5617100371747212,0.5907063197026022,0.6349442379182156,0.5617100371747212,0.5907063197026022
wcrf2_morf2,nouns,SVN,0.7,0.6579925650557621,0.5977695167286246,0.6278810408921933,0.6579925650557621,0.5977695167286246,0.6278810408921933
wcrf2_morf2,nouns,NAIVE BAYES,0.8,0.6514221974344674,0.5599553820412716,0.6006692693809258,0.6514221974344674,0.5599553820412716,0.6006692693809258
wcrf2_morf2,nouns,SVN,0.8,0.6503067484662577,0.5839375348577802,0.6179587283881762,0.6503067484662577,0.5839375348577802,0.6179587283881762
wcrf2_morf2,nouns,NAIVE BAYES,0.9,0.6287625418060201,0.5819397993311036,0.600891861761427,0.6287625418060201,0.5819397993311036,0.600891861761427
wcrf2_morf2,nouns,SVN,0.9,0.6566332218506131,0.6042363433667781,0.6287625418060201,0.6566332218506131,0.6042363433667781,0.6287625418060201
wcrf2_morf2,adj,NAIVE BAYES,0.6,0.6316229782487451,0.577244841048522,0.5936977133296152,0.6316229782487451,0.577244841048522,0.5936977133296152
wcrf2_morf2,adj,SVN,0.6,0.6240936977133296,0.5833798103736754,0.6051310652537646,0.6240936977133296,0.5833798103736754,0.6051310652537646
wcrf2_morf2,adj,NAIVE BAYES,0.7,0.6405204460966543,0.5940520446096654,0.61635687732342,0.6405204460966543,0.5940520446096654,0.61635687732342
wcrf2_morf2,adj,SVN,0.7,0.6297397769516728,0.5936802973977695,0.6122676579925651,0.6297397769516728,0.5936802973977695,0.6122676579925651
wcrf2_morf2,adj,NAIVE BAYES,0.8,0.6480758505298383,0.5945343000557725,0.6168432794199665,0.6480758505298383,0.5945343000557725,0.6168432794199665
wcrf2_morf2,adj,SVN,0.8,0.6313441160066927,0.5856107083100948,0.6107083100948132,0.6313441160066927,0.5856107083100948,0.6107083100948132
wcrf2_morf2,adj,NAIVE BAYES,0.9,0.6443701226309922,0.600891861761427,0.6176142697881828,0.6443701226309922,0.600891861761427,0.6176142697881828
wcrf2_morf2,adj,SVN,0.9,0.6153846153846154,0.5752508361204013,0.600891861761427,0.6153846153846154,0.5752508361204013,0.600891861761427
wcrf2_morf2,all,NAIVE BAYES,0.6,0.7027328499721138,0.5920245398773006,0.6430563301728945,0.7027328499721138,0.5920245398773006,0.6430563301728945
wcrf2_morf2,all,SVN,0.6,0.7055214723926381,0.6631344116006692,0.694366982710541,0.7055214723926381,0.6631344116006692,0.694366982710541
wcrf2_morf2,all,NAIVE BAYES,0.7,0.7033457249070632,0.5959107806691449,0.6386617100371748,0.7033457249070632,0.5959107806691449,0.6386617100371748
wcrf2_morf2,all,SVN,0.7,0.704089219330855,0.6669144981412639,0.6862453531598512,0.704089219330855,0.6669144981412639,0.6862453531598512
wcrf2_morf2,all,NAIVE BAYES,0.8,0.7010596765197992,0.5800334634690463,0.6285554935861685,0.7010596765197992,0.5800334634690463,0.6285554935861685
wcrf2_morf2,all,SVN,0.8,0.713329615170106,0.664249860568879,0.6798661461238148,0.7133296151701058,0.664249860568879,0.6798661461238148
wcrf2_morf2,all,NAIVE BAYES,0.9,0.6978818283166109,0.6243032329988851,0.6544035674470458,0.6978818283166109,0.6243032329988851,0.6544035674470458
wcrf2_morf2,all,SVN,0.9,0.7134894091415831,0.6789297658862876,0.6878483835005574,0.7134894091415832,0.6789297658862876,0.6878483835005574
krnnt,verbs,NAIVE BAYES,0.6,0.6136729222520108,0.4841823056300268,0.5600536193029491,0.6136729222520108,0.4841823056300268,0.5600536193029491
krnnt,verbs,SVN,0.6,0.6198391420911528,0.5812332439678284,0.6179624664879356,0.6198391420911528,0.5812332439678284,0.6179624664879356
krnnt,verbs,NAIVE BAYES,0.7,0.6225875625446747,0.5182273052180129,0.5793423874195854,0.6225875625446747,0.5182273052180129,0.5793423874195854
krnnt,verbs,SVN,0.7,0.6272337383845604,0.589349535382416,0.6286633309506791,0.6272337383845604,0.589349535382416,0.6286633309506791
krnnt,verbs,NAIVE BAYES,0.8,0.6048257372654156,0.5067024128686327,0.5715817694369973,0.6048257372654156,0.5067024128686327,0.5715817694369973
krnnt,verbs,SVN,0.8,0.6021447721179625,0.5576407506702413,0.5962466487935657,0.6021447721179625,0.5576407506702413,0.5962466487935657
krnnt,verbs,NAIVE BAYES,0.9,0.6120042872454448,0.5305466237942122,0.579849946409432,0.6120042872454448,0.5305466237942122,0.579849946409432
krnnt,verbs,SVN,0.9,0.6184351554126474,0.5659163987138264,0.6077170418006431,0.6184351554126474,0.5659163987138264,0.6077170418006431
krnnt,nouns,NAIVE BAYES,0.6,0.6109919571045577,0.5193029490616622,0.557372654155496,0.6109919571045577,0.5193029490616622,0.557372654155496
krnnt,nouns,SVN,0.6,0.6420911528150134,0.6096514745308311,0.6348525469168901,0.6420911528150134,0.6096514745308311,0.6348525469168901
krnnt,nouns,NAIVE BAYES,0.7,0.6272337383845604,0.5250178699070764,0.5618298784846318,0.6272337383845604,0.5250178699070764,0.5618298784846318
krnnt,nouns,SVN,0.7,0.6490350250178699,0.600071479628306,0.629735525375268,0.6490350250178699,0.600071479628306,0.629735525375268
krnnt,nouns,NAIVE BAYES,0.8,0.6252010723860589,0.5276139410187668,0.5635388739946381,0.6252010723860589,0.5276139410187668,0.5635388739946381
krnnt,nouns,SVN,0.8,0.6498659517426274,0.6010723860589813,0.6268096514745308,0.6498659517426274,0.6010723860589813,0.6268096514745308
krnnt,nouns,NAIVE BAYES,0.9,0.6430868167202572,0.5434083601286174,0.5819935691318328,0.6430868167202572,0.5434083601286174,0.5819935691318328
krnnt,nouns,SVN,0.9,0.6688102893890675,0.6087888531618435,0.6302250803858521,0.6688102893890675,0.6087888531618435,0.6302250803858521
krnnt,adj,NAIVE BAYES,0.6,0.6388739946380697,0.5431635388739946,0.5782841823056301,0.6388739946380697,0.5431635388739946,0.5782841823056301
krnnt,adj,SVN,0.6,0.628686327077748,0.5734584450402145,0.6050938337801609,0.628686327077748,0.5734584450402145,0.6050938337801609
krnnt,adj,NAIVE BAYES,0.7,0.6493924231593996,0.5557541100786276,0.5907791279485347,0.6493924231593996,0.5557541100786276,0.5907791279485347
krnnt,adj,SVN,0.7,0.6365260900643317,0.5825589706933524,0.6129378127233739,0.6365260900643317,0.5825589706933524,0.6129378127233739
krnnt,adj,NAIVE BAYES,0.8,0.6509383378016086,0.5828418230563003,0.6144772117962467,0.6509383378016086,0.5828418230563003,0.6144772117962467
krnnt,adj,SVN,0.8,0.6455764075067024,0.5983914209115282,0.6214477211796247,0.6455764075067024,0.5983914209115282,0.6214477211796247
krnnt,adj,NAIVE BAYES,0.9,0.6377277599142551,0.5669882100750268,0.6087888531618435,0.6377277599142551,0.5669882100750268,0.6087888531618435
krnnt,adj,SVN,0.9,0.6152197213290461,0.579849946409432,0.602357984994641,0.6152197213290461,0.579849946409432,0.602357984994641
krnnt,all,NAIVE BAYES,0.6,0.6898123324396783,0.5246648793565684,0.5903485254691689,0.6898123324396783,0.5246648793565684,0.5903485254691689
krnnt,all,SVN,0.6,0.6978552278820376,0.6619302949061662,0.6860589812332439,0.6978552278820376,0.6619302949061662,0.6860589812332439
krnnt,all,NAIVE BAYES,0.7,0.6887062187276626,0.5511079342387419,0.6097212294496068,0.6887062187276626,0.5511079342387419,0.6097212294496068
krnnt,all,SVN,0.7,0.7158684774839171,0.672265904217298,0.6979985704074338,0.7158684774839172,0.672265904217298,0.6979985704074338
krnnt,all,NAIVE BAYES,0.8,0.6900804289544236,0.5544235924932975,0.606970509383378,0.6900804289544236,0.5544235924932975,0.606970509383378
krnnt,all,SVN,0.8,0.72171581769437,0.664343163538874,0.6975871313672922,0.72171581769437,0.664343163538874,0.6975871313672922
krnnt,all,NAIVE BAYES,0.9,0.6902465166130761,0.5616291532690246,0.6141479099678456,0.6902465166130761,0.5616291532690246,0.6141479099678456
krnnt,all,SVN,0.9,0.7020364415862809,0.647374062165059,0.6784565916398714,0.7020364415862809,0.647374062165059,0.6784565916398714
